Make,Kilometer,Fuel Type,Transmission,Owner,Seller Type,Max_Power_bhp,Max_Torque_Nm,Engine_CC,Car_Age,Price_log
1.6342008437949591,0.8878400885796515,0.9167070815689531,1.1263561430202897,0.11630843948810997,-0.15421978350907167,2.504380043843973,2.915563592643314,2.565372325909807,0.47916266994407697,14.80207371567977
1.624825618371474,-0.3798280824241063,0.9167070815689531,1.1263561430202897,0.11630843948810997,-0.15421978350907167,1.0349420299971104,1.4761694515238661,0.6904499146134143,-0.4717353474522749,15.279922929561963
-0.6220412222078789,1.1943112623237164,-0.892903729195122,-0.8878186585980965,-0.48980790602642776,-0.15421978350907167,-1.1405895749190238,-1.1208326761043448,-1.0247847161617425,3.0148907163343486,12.08954444723597
-0.6220412222078789,-1.2135500680744828,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,0.46243371291391716,-0.45063857865190327,0.31095660090412447,1.113094681541645,13.377007146164305
-0.6744862525995041,1.1362039028651363,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,0.138012333233441,-0.4916118087007002,0.31471396044580063,2.0639926989379966,12.611541086966115
1.1599715794666057,0.733984831512296,0.9167070815689531,1.1263561430202897,0.11630843948810997,-0.15421978350907167,-0.6444157001135897,-0.27547421227228786,-0.2507686505764581,1.113094681541645,13.521140839642674
-0.4803721255035458,0.4507070279360373,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-1.0070043009329455,-1.0218267298897796,-0.8181299413695549,0.47916266994407697,12.506180941677357
-0.4803721255035458,0.8330258335876455,0.9167070815689531,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.453579594419192,-0.23739500218976275,-0.2507686505764581,-0.4717353474522749,13.73755009757506
-0.6220412222078789,-0.1866680301105449,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.7970845846691079,-0.9304366256917194,-0.8162512615987167,0.796128675742861,12.873904582205107
1.1599715794666057,-1.4260084207566768,0.9167070815689531,1.1263561430202897,0.11630843948810997,-0.15421978350907167,0.3479320494972785,0.6384268297083142,0.6322108417174342,-1.105667359049843,14.897316067298997
1.6342008437949591,-1.6207619107153548,0.9167070815689531,1.1263561430202897,7.032959667220964,-0.15421978350907167,1.3211961885387071,1.2476941910287156,0.598394605842349,-1.7395993706474109,15.90737474309945
-0.6220412222078789,0.24533062034324968,-0.892903729195122,1.1263561430202897,0.11630843948810997,-0.15421978350907167,-0.033740161891516976,-0.5953395769654986,-0.07605143188851769,0.47916266994407697,13.301347705172173
-0.21980365674010058,-0.824043088157127,0.9167070815689531,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.28182709929423405,0.18147630871801318,-0.25264733034729614,-0.15476934165349096,13.73755009757506
1.6072676711384979,-0.7532236372630623,0.9167070815689531,1.1263561430202897,0.11630843948810997,-0.15421978350907167,1.244861746260948,1.2476941910287156,0.6829351955300621,-0.7887013532510588,15.38412668421143
-0.8989113343488592,0.6277556551711989,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.7207501423913488,-0.9304366256917194,-0.8162512615987167,1.7470266931392129,12.861001210669146
-0.6744862525995041,0.0007202369551502678,-0.892903729195122,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.11007460416927607,-0.6943455231800638,-0.25264733034729614,-0.15476934165349096,13.451668563394815
-0.8989113343488592,0.4861167533830696,0.9167070815689531,-0.8878186585980965,0.11630843948810997,-0.15421978350907167,-0.9306698586551864,-0.351632632437338,-0.7204385932859753,1.7470266931392129,12.524530013005734
